"Cell.line"	"Timepoint"	"Plate"	"Well"	"Chemical.Number"	"Chemical.Concentration"	"Solvent"	"baseline"	"height"	"amplitude"	"notch.amp"	"notch.frac"	"n.peaks"	"n.peaks.expected"	"BPM"	"peak.max.avg"	"peak.max.sd"	"peak.max.cv"	"peak.amp.avg"	"peak.amp.sd"	"peak.amp.cv"	"peak.spacing.avg"	"peak.spacing.sd"	"peak.spacing.cv"	"peak.freq.avg"	"peak.freq.sd"	"peak.freq.cv"	"peak.width.avg"	"peak.width.sd"	"peak.width.cv"	"rise.times.avg"	"rise.times.sd"	"rise.times.cv"	"decay.times.avg"	"decay.times.sd"	"decay.times.cv"	"decay.rise.ratio.avg"	"decay.rise.ratio.sd"	"decay.rise.ratio.cv"
1082	"90min"	2	"K21"	NA	0	"DMSO"	722.945205479452	1510.37769080235	787.432485322896	0	0	34	35.2204035402534	22.6981919332406	1537.14705882353	19.8465818031509	0.0129113097469937	814.201853344077	19.8465818031509	0.0243755055600001	2.59848484848485	0.346237555842456	0.133245939857738	0.391882097805323	0.0547884237618569	0.139808437457825	1.34191176470588	0.0709034202906507	0.0528376173124849	0.397058823529412	0.0483691243719934	0.121818535455391	0.944852941176471	0.0765692921884411	0.0810383170243423	2.41666666666667	0.363531129554103	0.15042667429825
1243	"90min"	1	"F4"	NA	0	"DMSO"	832.545988258317	1977.81017612524	1145.26418786693	0	0	36	36.0496953422517	24.0333796940195	1994.30555555556	16.5750577580454	0.00831119269154722	1161.75956729724	16.5750577580454	0.0142672014284386	2.49642857142857	0.0933728407780227	0.0374025685519977	0.401109266673176	0.0147976925130321	0.0368919238285494	1.40625	0.0692755883616815	0.0492626406127513	0.475694444444444	0.0655978307326195	0.137899089423317	0.930555555555556	0.0758549158194	0.081515730432788	2.00833333333333	0.415675010417651	0.206975108921652
1243	"90min"	1	"K4"	NA	0	"DMSO"	788.471624266145	2103.70450097847	1315.23287671233	0	0	28	28.500597785944	18.692628650904	2125.32142857143	17.4993197146686	0.00823372854544223	1336.84980430528	17.4993197146686	0.0130899669194794	3.15740740740741	0.112833866731055	0.0357362393165805	0.317113744488946	0.0115835049688001	0.0365279183577107	1.41071428571429	0.0575054632785295	0.0407633663746538	0.459821428571429	0.0684955005667058	0.148961088611088	0.950892857142857	0.0708683386892301	0.0745282059454814	2.12916666666667	0.438000155025622	0.205714358524754
1243	"90min"	1	"F5"	NA	0	"DMSO"	869.765166340509	2053.03326810176	1183.26810176125	0	0	34	34.6130219247964	22.6981919332406	2072.11764705882	14.9782968362255	0.00722849730925547	1202.35248071831	14.9782968362255	0.0124574923547187	2.60227272727273	0.122850842672953	0.0472090574463748	0.385124026979654	0.0184823585045885	0.0479906658889525	1.44485294117647	0.0629993421576723	0.0436025981345722	0.488970588235294	0.0643119694284408	0.131525230710796	0.955882352941177	0.0679958843254869	0.0711341559097401	2.00098039215686	0.386404935287654	0.193107806954144
1243	"90min"	1	"K5"	NA	0	"DMSO"	825.800391389432	2068.76320939335	1242.96281800391	0	0	26	26.6563177859178	17.3574408901252	2086.76923076923	12.9901738011705	0.00622501693509348	1260.9688393798	12.9901738011705	0.0103017405311614	3.375	0.108253175473055	0.0320750149549792	0.296593243793244	0.00964949731411953	0.0325344474833898	1.40865384615385	0.0565430401076506	0.0401397690866598	0.456730769230769	0.060645565504698	0.132781869736602	0.951923076923077	0.0620173672946042	0.0651495575620085	2.13461538461538	0.407619732292054	0.190956991704386
1243	"90min"	1	"F12"	NA	0	"DMSO"	817.684931506849	1916.26810176125	1098.5831702544	0	0	36	37.4964938256004	24.0333796940195	1940.38888888889	22.2726966457368	0.0114784705134498	1122.70395738204	22.2726966457368	0.0198384413801062	2.40357142857143	0.128929822615498	0.0536409366008017	0.417207163567181	0.0223008118605142	0.0534526101369859	1.34027777777778	0.0567820953224372	0.0423659156809894	0.447916666666667	0.0625	0.13953488372093	0.892361111111111	0.0741184969309388	0.0830588603739703	2.04861111111111	0.435696395677482	0.212678918567991
1243	"90min"	1	"K12"	NA	0	"DMSO"	768.972602739726	1939.60273972603	1170.6301369863	0	0	26	26.280625074032	17.3574408901252	1951.34615384615	12.0762322193383	0.00618866734409768	1182.37355110643	12.0762322193383	0.0102135507074205	3.425	0.13501543121683	0.0394205638589286	0.292413074537212	0.0117115986165091	0.0400515559540027	1.40865384615385	0.0565430401076506	0.0401397690866598	0.456730769230769	0.060645565504698	0.132781869736602	0.951923076923077	0.0620173672946042	0.0651495575620085	2.13461538461538	0.407619732292054	0.190956991704386
1243	"90min"	1	"F13"	NA	0	"DMSO"	830.262230919765	1966.6457925636	1136.38356164384	0	0	34	33.6898100143159	22.6981919332406	1983.85294117647	12.0003342199446	0.00604900392104072	1153.59071025671	12.0003342199446	0.0104025926294728	2.67045454545455	0.0873781619274415	0.0327203329770845	0.374851849950664	0.0121071092968873	0.0322983848111748	1.41544117647059	0.0593572599917271	0.041935518747402	0.488970588235294	0.0564717603302306	0.115491118870848	0.926470588235294	0.0624442710544553	0.0674001655825866	1.93039215686275	0.343885272452924	0.178142700813602
1243	"90min"	1	"K13"	NA	0	"DMSO"	740.091976516634	1840.7866927593	1100.69471624266	0	0	26	25.864363296984	17.3574408901252	1857.15384615385	15.645299121953	0.00842434198672035	1117.06186963721	15.645299121953	0.0140057588099701	3.48	0.138255500191975	0.0397285920091884	0.287781510953925	0.0111572104330952	0.0387697263667557	1.36057692307692	0.0644876255273354	0.0473972654052501	0.413461538461538	0.0588348405414552	0.142298218983985	0.947115384615385	0.0722242767623612	0.0762571043988383	2.34294871794872	0.408470672874186	0.174340423990077
1243	"90min"	1	"F20"	NA	0	"DMSO"	775.500978473581	1800.12720156556	1024.62622309198	0	0	34	34.2996621239288	22.6981919332406	1811.44117647059	11.5789547245582	0.00639212295434216	1035.94019799701	11.5789547245582	0.0111772424189602	2.625	0.11267347735825	0.0429232294698094	0.381637408889333	0.0164967406399443	0.0432262148722637	1.37132352941176	0.0375037134227947	0.02734855241555	0.441176470588235	0.0633300496381124	0.143548112513055	0.930147058823529	0.0629993421576723	0.0677305180509362	2.16911764705882	0.44498954614402	0.205147722968091
