"","Cell.line","baseline","treatment"
"743","11237",NA,NA
"744","11237",NA,NA
"745","11237",NA,NA
"746","11237",NA,NA
"747","11237",NA,NA
"748","11237",NA,NA
"749","11237",NA,NA
"750","11237",NA,NA
"751","11237",NA,NA
"752","11237",NA,NA
"753","11713",2.066902289,2.40244745
"754","11713",2.353416751,2.834190973
"755","11713",2.004837635,2.689557126
"756","11713",2.189524418,2.714387972
"757","11713",2.111281303,2.665148116
"758","11713",2.132463557,2.752505647
"759","11713",2.079981592,2.475244149
"760","11713",2.016518144,2.524371449
"761","11713",2.148668961,2.575453698
"762","11713",2.057200591,2.3825977
"763","11713",1.994630609,2.242507368
"764","11713",2.17923906,2.364690681
"765","11713",2.170159204,2.51496478
"766","11713",2.125234798,2.852256086
"767","11713",2.209345158,3.315296363
"768","11713",2.099234534,3.259213899
"769","11713",1.903743124,2.608706047
"770","11713",1.937228972,2.412485637
"771","11713",NA,NA
"772","11713",NA,NA
"773","11713",NA,NA
"774","11713",NA,NA
"775","11713",NA,NA
"776","11713",NA,NA
"777","11713",NA,NA
"778","11713",NA,NA
"779","11713",NA,NA
"780","11713",NA,NA
"781","11713",NA,NA
"782","11713",NA,NA
"783","11713",NA,NA
"784","11713",NA,NA
"785","11713",NA,NA
"786","11713",NA,NA
"787","11713",NA,NA
"788","11713",NA,NA
"789","11713",NA,NA
"790","11713",NA,NA
"791","11713",NA,NA
"792","11713",NA,NA
"793","11713",NA,NA
"794","11713",NA,NA
"795","11713",NA,NA
"796","11713",NA,NA
"797","11713",NA,NA
"798","11713",NA,NA
"799","11713",NA,NA
"800","11713",NA,NA
"801","11713",NA,NA
"802","11713",NA,NA
"803","11713",NA,NA
"804","11713",NA,NA
"805","11713",NA,NA
"806","11713",NA,NA
"807","11713",NA,NA
"808","11713",NA,NA
"809","11713",NA,NA
"810","11713",NA,NA
"811","11713",NA,NA
"812","11713",NA,NA
"813","11713",NA,NA
"814","11713",NA,NA
"815","11713",NA,NA
"816","11713",NA,NA
"817","11713",NA,NA
"818","11713",NA,NA
"819","11713",NA,NA
"820","11713",NA,NA
"821","11713",NA,NA
"822","11713",NA,NA
"823","11713",NA,NA
"824","11713",NA,NA
"825","11713",NA,NA
"826","11713",NA,NA
"827","11713",NA,NA
"828","11713",NA,NA
"829","11713",NA,NA
"830","11713",NA,NA
"831","11713",NA,NA
"832","11713",NA,NA
"833","11713",NA,NA
"834","11713",NA,NA
"835","11713",NA,NA
"836","11713",NA,NA
"837","11713",NA,NA
"838","11713",NA,NA
"839","11713",NA,NA
"840","11713",NA,NA
"841","11713",NA,NA
"842","11713",NA,NA
"843","11713",NA,NA
"844","11713",NA,NA
"845","11713",NA,NA
"846","11713",NA,NA
"847","1309",2.160658312,2.357535586
"848","1309",2.35507996,2.628636027
"849","1309",2.300729908,2.840418208
"850","1309",2.458544765,2.69671205
"851","1309",2.40448498,2.488388176
"852","1309",2.158026639,2.596805026
"853","1309",2.322887624,2.434545144
"854","1309",2.343438834,2.83602737
"855","1309",2.568847795,2.976850108
"856","1309",2.680055883,2.771359254
"857","1309",2.531286866,2.974193141
"858","1309",2.52212194,2.821125489
"859","1309",2.20722807,2.692713472
"860","1309",2.440478307,2.79092787
"861","1309",2.312134602,2.936799745
"862","1309",2.344081127,2.834519287
"863","1309",2.412145184,2.836144922
"864","1309",2.4571266,2.983839
"865","1309",NA,NA
"866","1309",NA,NA
"867","1309",NA,NA
"868","1309",NA,NA
"869","1309",NA,NA
"870","1309",NA,NA
"871","1309",NA,NA
"872","1309",NA,NA
"873","1309",NA,NA
"874","1309",NA,NA
"875","1309",NA,NA
"876","1309",NA,NA
"877","1309",NA,NA
"878","1309",NA,NA
"879","1309",NA,NA
"880","1309",NA,NA
"881","1309",NA,NA
"882","1309",NA,NA
"883","1309",NA,NA
"884","1309",NA,NA
"885","1309",NA,NA
"886","1309",NA,NA
"887","1309",NA,NA
"888","1309",NA,NA
"889","1309",NA,NA
"890","1309",NA,NA
"891","1309",NA,NA
"892","1309",NA,NA
"893","1309",NA,NA
"894","1309",NA,NA
"895","1309",NA,NA
"896","1309",NA,NA
"897","1309",NA,NA
"898","1309",NA,NA
"899","1309",NA,NA
"900","1309",NA,NA
"901","1309",NA,NA
"902","1309",NA,NA
"903","1309",NA,NA
"904","1309",NA,NA
"905","1309",NA,NA
"906","1309",NA,NA
"907","1309",NA,NA
"908","1309",NA,NA
"909","1309",NA,NA
"910","1309",NA,NA
"911","1309",NA,NA
"912","1309",NA,NA
"913","1309",NA,NA
"914","1309",NA,NA
"915","1309",NA,NA
"916","1309",NA,NA
"917","1309",NA,NA
"918","1309",NA,NA
"919","1309",NA,NA
"920","1309",NA,NA
"921","1309",NA,NA
"922","1309",NA,NA
"923","1309",NA,NA
"924","1309",NA,NA
"925","1309",NA,NA
"926","1309",NA,NA
"927","1309",NA,NA
"928","1309",NA,NA
"929","1309",NA,NA
"930","1309",NA,NA
"931","1309",NA,NA
"932","1309",NA,NA
"933","1309",NA,NA
"934","1309",NA,NA
"935","1309",NA,NA
"936","1309",NA,NA
"937","1309",NA,NA
"938","1309",NA,NA
"939","1309",NA,NA
"940","1309",NA,NA
"941","1309",2.326629497,2.611445469
"942","1309",2.633507191,2.840910624
"943","1309",2.382138874,2.642314388
"944","1309",2.473997155,2.569876061
"945","1309",2.122529442,2.452030614
"946","1309",2.254115646,2.451563976
"947","1309",2.454846516,2.607906355
"948","1309",2.265031126,2.607474541
"949","1309",2.316188686,2.694596168
"950","1309",2.389600396,2.900734844
"951","1309",2.368473855,2.602976797
"952","1309",2.251006876,2.482611367
"953","1309",2.639496033,2.968102919
"954","1309",2.352736414,2.592053763
"955","1309",2.483121027,2.758572441
"956","1309",2.291551496,2.756436854
"957","1309",2.166912318,2.690390852
"958","1309",2.311331003,2.723577603
"959","1309",NA,NA
"960","1309",NA,NA
"961","1309",NA,NA
"962","1309",NA,NA
"963","1309",NA,NA
"964","1309",NA,NA
"965","1309",NA,NA
"966","1309",NA,NA
"967","1309",NA,NA
"968","1309",NA,NA
"969","1309",NA,NA
"970","1309",NA,NA
"971","1309",NA,NA
"972","1309",NA,NA
"973","1309",NA,NA
"974","1309",NA,NA
"975","1309",NA,NA
"976","1309",NA,NA
"977","1309",NA,NA
"978","1309",NA,NA
"979","1309",NA,NA
"980","1309",NA,NA
"981","1309",NA,NA
"982","1309",NA,NA
"983","1309",NA,NA
"984","1309",NA,NA
"985","1309",NA,NA
"986","1309",NA,NA
"987","1309",NA,NA
"988","1309",NA,NA
"989","1309",NA,NA
"990","1309",NA,NA
"991","1309",NA,NA
"992","1309",NA,NA
"993","1309",NA,NA
"994","1309",NA,NA
"995","1309",NA,NA
"996","1309",NA,NA
"997","1309",NA,NA
"998","1309",NA,NA
"999","1309",NA,NA
"1000","1309",NA,NA
"1001","1309",NA,NA
"1002","1309",NA,NA
"1003","1309",NA,NA
"1004","1309",NA,NA
"1005","1309",NA,NA
"1006","1309",NA,NA
"1007","1309",NA,NA
"1008","1309",NA,NA
"1009","1309",NA,NA
"1010","1309",NA,NA
"1011","1309",NA,NA
"1012","1309",NA,NA
"1013","1309",NA,NA
"1014","1309",NA,NA
"1015","1309",NA,NA
"1016","1309",NA,NA
"1017","1309",NA,NA
"1018","1309",NA,NA
"1019","1309",NA,NA
"1020","1309",NA,NA
"1021","1309",NA,NA
"1022","1309",NA,NA
"1023","1309",NA,NA
"1024","1309",NA,NA
"1025","1309",NA,NA
"1026","1309",NA,NA
"1027","1309",NA,NA
"1028","1309",NA,NA
"1029","1309",NA,NA
"1030","1309",NA,NA
"1031","1309",NA,NA
"1032","1309",NA,NA
"1033","1309",NA,NA
"1034","1309",NA,NA
"1035","1516",1.91009175,1.863154661
"1036","1516",1.891225152,2.091121859
"1037","1516",1.850757882,1.849337354
"1038","1516",1.833643852,1.966222395
"1039","1516",1.724354129,2.304638285
"1040","1516",1.771817791,1.934460231
"1041","1516",1.870192555,1.995681536
"1042","1516",1.916358464,2.001176219
"1043","1516",2.144328389,2.079319566
"1044","1516",1.911954032,2.116899004
"1045","1516",1.791867606,2.386218669
"1046","1516",1.875487759,2.653185455
"1047","1516",1.972410757,1.944153082
